Fecha,Producto,Región,Ventas
2023-10-12,D,Norte,113
2024-03-10,A,Este,159
2023-06-07,D,Norte,174
2024-02-17,A,Oeste,316
2024-04-18,B,Este,352
2023-09-21,A,Norte,98
2024-01-22,B,Norte,169
2023-06-01,D,Norte,171
2023-04-09,C,Este,200
2023-01-21,A,Centro,204
2023-03-06,D,Oeste,122
2023-01-18,B,Oeste,148
2024-03-25,D,Centro,232
2023-08-02,B,Este,207
2024-02-13,A,Oeste,144
2024-12-24,C,Sur,251
2023-02-05,C,Este,226
2024-10-20,A,Oeste,258
2024-01-27,B,Este,261
2024-12-16,B,Sur,163
2024-08-22,A,Centro,210
2023-09-04,B,Norte,148
2024-03-29,C,Este,342
2024-10-25,D,Sur,269
2024-02-09,D,Sur,117
2023-06-17,A,Sur,134
2024-10-22,B,Sur,105
2023-06-26,C,Este,129
2023-07-20,C,Oeste,234
2023-04-25,D,Este,130
2024-09-24,A,Este,145
2024-06-13,D,Centro,134
2024-06-30,B,Este,148
2024-09-07,A,Este,144
2024-11-15,C,Este,250
2024-10-24,A,Centro,253
2023-12-07,D,Este,411
2024-07-01,B,Este,252
2024-07-01,A,Oeste,299
2024-06-12,C,Este,110
2024-10-15,C,Oeste,202
2024-10-15,C,Centro,319
2023-09-20,D,Sur,168
2023-11-12,B,Oeste,330
2024-02-18,D,Oeste,121
2024-05-17,D,Oeste,276
2023-12-03,B,Oeste,411
2024-01-27,C,Este,181
2023-01-03,B,Centro,327
2023-11-23,D,Sur,189
2024-07-30,D,Norte,287
2023-11-25,D,Norte,388
2023-12-20,B,Oeste,313
2024-05-07,A,Sur,269
2023-05-22,B,Centro,327
2023-10-11,D,Este,128
2023-02-22,B,Centro,157
2023-01-21,B,Oeste,155
2024-03-24,C,Centro,300
2023-10-25,D,Este,222
2024-11-14,A,Norte,429
2024-06-24,B,Centro,162
2024-12-29,D,Norte,342
2024-02-19,C,Oeste,197
2023-05-30,A,Este,245
2023-07-31,D,Norte,215
2024-03-07,A,Norte,335
2023-08-26,D,Centro,228
2023-06-08,D,Norte,171
2023-10-17,A,Centro,427
2024-11-02,A,Oeste,402
2024-09-02,A,Oeste,174
2024-11-18,B,Oeste,345
2023-05-29,C,Oeste,189
2024-01-11,D,Centro,325
2023-10-20,D,Este,208
2024-06-04,D,Centro,164
2024-12-31,A,Sur,328
2024-03-30,D,Sur,319
2023-05-31,D,Sur,193
2023-11-22,A,Sur,395
2023-08-13,B,Sur,95
2023-01-28,A,Sur,195
2024-11-20,D,Oeste,442
2023-05-28,C,Oeste,266
2024-03-28,B,Sur,275
2023-03-05,A,Este,360
2024-02-24,C,Sur,130
2023-07-19,C,Este,114
2024-04-30,B,Este,177
2023-05-20,D,Oeste,270
2023-08-20,A,Centro,260
2023-02-17,D,Oeste,180
2024-11-07,A,Centro,437
2024-09-18,B,Oeste,231
2024-11-08,C,Oeste,273
2024-04-21,B,Este,309
2023-08-03,C,Norte,125
2023-05-04,C,Este,188
2023-04-11,A,Centro,250
2023-02-23,D,Sur,231
2024-09-05,D,Sur,113
2023-02-06,D,Sur,239
2024-07-24,B,Este,119
2024-04-28,B,Norte,124
2024-11-23,C,Oeste,265
2023-01-12,A,Centro,426
2024-07-24,C,Oeste,127
2023-12-28,C,Este,148
2023-03-31,A,Centro,248
2023-08-04,C,Oeste,104
2023-01-02,B,Centro,321
2023-11-13,D,Centro,296
2024-12-25,C,Sur,268
2023-03-11,B,Centro,363
2024-03-10,D,Este,180
2024-06-07,C,Sur,77
2023-03-21,D,Centro,258
2023-07-10,B,Norte,120
2024-07-04,B,Sur,204
2023-09-14,A,Norte,237
2023-11-04,C,Sur,379
2023-01-10,B,Sur,126
2023-03-31,A,Este,294
2024-05-27,B,Sur,199
2023-09-25,C,Este,86
2023-06-01,C,Norte,127
2024-01-14,B,Centro,275
2023-12-14,D,Norte,199
2024-12-25,D,Norte,267
2023-02-14,D,Sur,243
2024-03-29,D,Norte,211
2024-12-29,B,Oeste,409
2024-06-22,C,Centro,257
2024-10-25,D,Este,284
2024-06-25,D,Oeste,216
2024-09-19,A,Centro,343
2023-02-10,B,Centro,370
2024-11-15,B,Sur,287
2023-12-29,B,Norte,303
2023-02-16,B,Este,210
2023-09-18,C,Oeste,166
2024-09-13,A,Oeste,164
2023-06-07,C,Este,134
2024-06-02,A,Este,173
2024-06-29,A,Centro,183
2023-01-10,D,Sur,136
2024-09-05,A,Centro,172
2023-07-02,C,Sur,138
2024-10-22,B,Centro,362
2024-12-31,B,Sur,257
2024-06-23,B,Centro,284
2024-02-19,A,Sur,152
2023-11-16,D,Sur,259
2024-03-11,D,Oeste,162
2024-10-24,B,Oeste,228
2024-02-28,B,Oeste,263
2023-05-12,D,Oeste,289
2024-04-10,A,Sur,167
2024-11-10,A,Norte,257
2023-07-19,C,Este,218
2024-06-30,C,Centro,161
2024-02-08,C,Sur,168
2024-12-16,C,Norte,182
2023-07-01,A,Sur,223
2023-10-25,B,Sur,125
2023-11-08,B,Sur,267
2023-11-02,B,Este,258
2024-09-11,B,Oeste,167
2024-01-17,A,Norte,117
2024-09-30,C,Este,181
2023-05-23,C,Centro,340
2023-04-06,A,Centro,365
2024-10-25,B,Sur,158
2023-03-08,B,Oeste,328
2023-11-10,D,Oeste,219
2024-05-26,D,Sur,258
2024-10-12,B,Sur,199
2023-09-16,A,Sur,203
2024-04-04,C,Sur,200
2023-07-23,C,Este,134
2023-12-31,A,Centro,255
2023-10-17,A,Norte,282
2024-07-14,A,Centro,374
2023-12-14,B,Este,406
2023-10-30,D,Oeste,264
2024-01-22,B,Centro,165
2024-07-20,C,Oeste,265
2024-09-07,A,Oeste,202
2024-05-16,C,Oeste,171
2023-11-28,C,Este,205
2024-10-11,B,Sur,189
2024-10-24,D,Sur,241
2023-03-27,B,Centro,218
2024-03-16,D,Este,190
2023-12-26,D,Sur,369
2023-06-15,D,Sur,85
2024-12-26,A,Norte,169
2024-11-27,C,Oeste,350
2024-11-29,C,Oeste,256
2024-02-22,B,Este,272
2023-10-11,C,Centro,160
2023-12-30,C,Centro,368
2023-05-25,A,Este,311
2023-05-04,D,Centro,182
2024-09-07,C,Norte,126
2024-10-22,D,Oeste,157
2023-04-06,B,Norte,278
2023-04-13,A,Oeste,360
2024-12-08,B,Este,450
2023-02-03,A,Sur,246
2023-02-20,B,Norte,180
2023-05-19,C,Oeste,139
2023-08-24,B,Centro,178
2024-04-27,C,Centro,157
2024-11-01,D,Centro,483
2024-06-09,D,Este,114
2024-10-03,D,Sur,261
2024-10-27,B,Este,103
2024-04-20,C,Sur,136
2024-08-18,B,Norte,138
2024-10-06,C,Oeste,285
2023-08-17,A,Sur,142
2023-06-27,D,Este,190
2023-10-29,D,Sur,108
2024-06-17,A,Norte,135
2024-10-15,D,Oeste,262
2023-07-11,C,Oeste,112
2024-02-01,D,Centro,200
2024-04-04,A,Sur,130
2023-02-17,A,Norte,116
2024-05-28,D,Centro,357
2023-05-22,D,Norte,295
2023-11-16,B,Este,334
2023-11-21,C,Sur,356
2023-05-23,D,Este,240
2023-06-13,B,Sur,180
2024-12-07,C,Norte,387
2023-10-19,B,Norte,113
2024-01-18,A,Centro,426
2024-10-31,D,Este,220
2023-09-20,A,Sur,80
2024-11-03,D,Este,414
2023-01-11,A,Oeste,149
2024-06-02,C,Centro,217
2024-08-15,B,Centro,219
2023-02-24,B,Oeste,300
2023-05-19,C,Centro,132
2023-01-01,D,Este,205
2024-07-13,D,Norte,126
2023-03-27,C,Sur,188
2024-12-30,C,Este,253
2023-03-20,D,Oeste,206
2023-01-18,B,Este,209
2024-11-22,B,Oeste,162
2024-04-02,C,Centro,321
2023-07-22,D,Este,218
2023-02-01,D,Norte,164
2023-01-04,C,Este,126
2024-07-25,C,Norte,127
2024-02-10,B,Centro,206
2023-10-17,B,Norte,296
2023-09-27,A,Oeste,203
2024-04-27,A,Sur,135
2023-09-27,A,Este,208
2024-03-15,B,Oeste,343
2024-11-13,D,Sur,162
2024-07-09,D,Sur,183
2024-12-08,C,Este,424
2023-08-10,A,Sur,267
2023-02-13,B,Norte,148
2023-01-14,C,Centro,242
2024-05-20,B,Oeste,109
2023-04-07,B,Centro,425
2023-03-20,B,Este,218
2024-06-20,C,Sur,117
2023-05-14,A,Este,181
2024-09-12,B,Norte,169
2024-08-24,C,Sur,253
2024-12-07,B,Norte,271
2024-07-31,A,Centro,230
2023-07-24,A,Este,123
2023-08-11,D,Oeste,272
2023-02-12,D,Centro,235
2024-04-07,D,Sur,123
2023-01-06,C,Norte,103
2024-08-20,B,Sur,167
2024-09-01,B,Norte,114
2024-04-24,A,Sur,291
2024-02-28,B,Oeste,260
2023-10-12,C,Centro,349
2024-10-22,A,Norte,247
2024-11-20,C,Centro,368
2023-03-16,B,Norte,134
2023-10-21,D,Este,267
2024-01-23,D,Este,272
2023-07-10,A,Oeste,159
2024-12-27,B,Este,306
2024-11-23,D,Este,396
2024-10-11,D,Oeste,198
2024-11-27,C,Sur,352
2024-11-25,D,Centro,432
2023-11-09,B,Sur,253
2024-05-21,B,Oeste,262
2024-04-17,C,Oeste,220
2024-09-18,D,Este,149
2024-12-19,B,Norte,441
2023-06-14,C,Sur,125
2023-08-25,D,Sur,155
2024-10-04,C,Norte,138
2023-11-02,B,Oeste,360
2024-08-01,B,Oeste,107
2024-09-11,C,Oeste,127
2024-08-17,A,Centro,230
2024-05-21,A,Centro,314
2024-11-18,B,Oeste,168
2023-01-19,B,Este,140
2023-06-19,D,Centro,298
2023-01-01,D,Este,147
2023-04-23,A,Norte,355
2023-08-23,B,Oeste,203
2023-01-27,A,Sur,212
2024-04-07,C,Centro,208
2024-07-29,D,Este,286
2023-09-13,C,Norte,97
2023-09-08,B,Este,213
2024-11-30,A,Oeste,298
2023-06-13,A,Oeste,209
2024-02-12,A,Oeste,216
2023-09-09,C,Norte,132
2023-05-17,A,Oeste,227
2024-08-02,D,Oeste,186
2024-09-05,C,Norte,84
2024-06-10,B,Centro,104
2023-08-10,D,Centro,386
2024-08-05,C,Sur,180
2023-10-03,A,Este,233
2024-01-25,A,Norte,278
2024-06-22,C,Sur,171
2024-12-03,B,Norte,390
2023-02-24,B,Norte,247
2023-06-21,C,Norte,180
2023-11-14,A,Norte,442
2023-04-05,C,Sur,113
2024-01-19,C,Centro,347
2024-11-30,C,Oeste,323
2023-11-28,B,Norte,229
2023-06-08,B,Centro,159
2024-10-27,A,Oeste,330
2024-06-04,A,Oeste,179
2024-07-21,D,Este,233
2023-12-08,B,Norte,450
2024-11-23,A,Oeste,379
2024-03-11,D,Centro,188
2023-12-18,C,Norte,257
2023-05-20,B,Norte,183
2024-10-11,C,Norte,164
2023-05-08,C,Oeste,225
2023-09-27,D,Oeste,232
2023-05-26,C,Norte,221
2023-02-19,A,Centro,257
2023-02-04,B,Centro,257
2024-02-12,C,Centro,264
2024-10-19,A,Este,273
2024-03-08,C,Oeste,185
2024-02-27,A,Norte,282
2024-04-29,D,Norte,212
2023-05-13,A,Norte,146
2024-03-05,A,Oeste,133
2024-05-02,C,Norte,221
2024-06-01,D,Norte,204
2023-11-07,D,Sur,324
2024-01-16,D,Oeste,246
2024-08-17,C,Norte,162
2024-04-06,B,Norte,175
2024-03-13,D,Centro,215
2023-10-25,B,Este,281
2023-02-24,A,Oeste,272
2024-02-24,C,Sur,124
2024-11-05,B,Oeste,247
2023-01-28,D,Sur,143
2023-01-21,C,Sur,156
2023-02-18,B,Centro,213
2024-05-10,B,Sur,103
2024-06-02,B,Este,196
2023-11-15,B,Norte,421
2024-08-03,C,Este,203
2023-11-18,A,Sur,347
2023-05-28,A,Norte,159
2024-08-08,A,Oeste,277
2023-05-04,D,Sur,231
2023-06-23,B,Sur,192
2023-08-04,C,Este,102
2023-08-20,C,Sur,147
2023-05-23,D,Este,100
2023-11-03,B,Sur,317
2023-06-04,D,Sur,154
2024-07-22,B,Oeste,123
2024-06-20,B,Norte,182
2024-06-30,A,Este,115
2023-12-14,D,Centro,245
2023-09-07,D,Oeste,150
2023-08-24,A,Oeste,141
2023-09-20,A,Centro,195
2024-09-01,A,Centro,154
2024-07-24,B,Sur,216
2024-04-03,D,Centro,354
2023-05-06,B,Centro,223
2024-12-08,C,Este,230
2024-12-04,D,Oeste,390
2023-08-20,C,Centro,128
2023-02-25,C,Oeste,231
2024-12-15,C,Centro,290
2024-11-04,B,Oeste,316
2024-12-14,B,Norte,352
2023-12-02,B,Este,331
2023-10-01,B,Oeste,157
2023-06-02,D,Este,112
2023-05-29,D,Sur,146
2023-08-10,A,Norte,146
2024-11-18,B,Sur,184
2024-11-25,D,Norte,444
2024-10-07,B,Oeste,266
2024-12-06,D,Sur,139
2024-08-01,C,Sur,111
2023-08-11,A,Oeste,115
2024-11-02,D,Norte,411
2024-08-26,D,Norte,236
2024-12-23,B,Oeste,181
2024-11-17,B,Norte,447
2023-07-11,A,Sur,149
2024-06-24,C,Centro,236
2023-08-01,A,Centro,288
2023-01-24,D,Centro,236
2024-06-27,A,Este,140
2023-03-29,C,Oeste,142
2023-07-25,D,Oeste,130
2023-07-26,C,Norte,251
2024-09-07,D,Norte,226
2024-10-10,A,Oeste,205
2024-08-03,B,Este,237
2023-12-09,D,Sur,202
2023-03-01,C,Centro,165
2023-07-14,B,Norte,164
2023-10-16,B,Oeste,289
2023-01-06,D,Centro,197
2023-12-14,C,Este,213
2023-04-05,B,Oeste,189
2024-06-26,D,Centro,145
2023-05-17,A,Este,132
2024-08-12,D,Sur,177
2023-10-20,B,Oeste,270
2023-06-09,A,Sur,105
2024-04-29,B,Centro,184
2023-10-26,A,Centro,245
2023-08-27,C,Centro,192
2024-05-28,B,Norte,243
2023-12-09,C,Centro,379
2024-07-16,B,Centro,288
2023-12-06,A,Oeste,450
2024-09-12,A,Norte,102
2024-01-02,B,Este,159
2024-12-16,A,Norte,323
2023-07-22,A,Este,133
2024-08-31,C,Centro,151
2023-06-30,B,Este,141
2024-08-10,B,Sur,178
2023-05-30,A,Este,292
2024-07-28,C,Este,266
2023-09-01,C,Norte,186
2024-04-28,B,Este,159
2024-07-12,C,Sur,104
2023-09-16,C,Este,110
2024-05-11,D,Norte,264
2023-03-13,C,Este,267
2024-09-01,C,Oeste,76
2023-12-18,C,Centro,246
2024-05-13,B,Oeste,230
2023-01-23,C,Oeste,97
2024-04-09,C,Este,217
2024-08-30,B,Centro,300
2023-04-08,B,Este,225
2024-10-22,D,Este,153
2023-06-30,A,Este,216
2023-09-27,A,Norte,217
2024-09-28,C,Sur,74
2023-05-23,A,Este,276
2024-06-22,A,Oeste,262
2023-04-02,B,Sur,193
2023-11-26,B,Oeste,426
2024-10-23,C,Centro,139
2023-07-03,B,Sur,144
2023-02-04,B,Este,141
2024-03-11,C,Oeste,235
2024-05-19,C,Norte,229
2024-04-03,C,Centro,414
2024-10-06,B,Centro,196
2023-06-15,B,Sur,156
2023-08-15,D,Norte,241
2023-09-08,D,Oeste,131
2024-02-22,C,Norte,243
2023-04-07,D,Oeste,174
2023-09-26,C,Centro,197
2024-12-16,B,Norte,163
2024-11-15,A,Centro,474
2023-01-27,B,Norte,229
2024-07-14,A,Centro,337
2023-09-09,D,Este,103
2023-11-21,D,Norte,334
2024-08-01,B,Oeste,168
2023-08-02,A,Centro,370
2024-09-23,A,Sur,184
2023-10-14,A,Norte,237
2024-11-07,B,Oeste,417
2023-07-24,C,Centro,366
2023-10-20,C,Norte,121
2023-12-21,C,Este,353
2023-07-11,A,Centro,364
2023-03-01,D,Sur,184
2024-05-27,D,Centro,331
2023-11-26,B,Oeste,166
2023-09-15,B,Este,183
2023-08-28,D,Oeste,128
2024-06-10,D,Este,227
2023-05-31,D,Norte,156
2024-04-16,C,Centro,324
2023-12-06,C,Centro,211
2023-12-13,A,Norte,463
2024-02-17,A,Este,271
2023-04-06,B,Sur,158
2023-03-02,A,Sur,286
2024-04-27,D,Centro,382
2023-08-28,C,Oeste,194
2024-03-25,C,Norte,273
2023-02-09,D,Este,115
2024-02-18,C,Sur,185
2023-11-04,D,Este,253
2024-09-21,A,Sur,186
2024-02-07,D,Centro,374
2023-07-09,C,Sur,150
2023-07-10,C,Oeste,200
2023-06-15,B,Norte,220
2024-09-09,B,Sur,93
2023-12-01,B,Centro,333
2024-05-31,A,Centro,363
2024-09-17,A,Oeste,245
2023-04-28,D,Centro,371
2023-03-11,D,Centro,441
2024-09-06,A,Este,220
2023-10-24,C,Centro,138
2023-01-04,C,Este,177
2023-09-25,B,Centro,115
2024-10-12,D,Oeste,115
2024-06-13,A,Oeste,202
2023-10-16,A,Sur,297
2024-06-20,D,Norte,165
2023-08-11,C,Oeste,114
2024-03-30,D,Oeste,181
2024-10-29,C,Este,171
2023-04-30,D,Centro,388
2023-08-12,A,Oeste,260
2024-12-14,A,Oeste,386
2023-08-15,A,Sur,246
2023-07-17,B,Este,292
2024-10-04,C,Centro,186
2024-10-06,C,Norte,178
2023-09-02,D,Norte,152
2023-01-10,C,Oeste,173
2024-05-25,B,Centro,166
2024-12-12,B,Oeste,432
2023-01-22,C,Centro,322
2023-07-01,B,Centro,222
2024-11-06,B,Oeste,279
2024-08-26,A,Centro,336
2024-07-27,D,Sur,177
2023-03-28,A,Este,339
2024-09-14,C,Sur,127
2023-12-20,D,Este,153
2023-02-10,C,Norte,154
2024-05-07,C,Este,124
2023-04-05,C,Sur,164
2024-11-01,B,Norte,214
2024-06-28,D,Oeste,152
2024-04-06,B,Sur,284
2023-04-09,C,Oeste,214
2024-07-13,A,Sur,279
2023-12-20,A,Este,410
2023-07-07,B,Oeste,159
2023-01-31,C,Este,239
2023-10-30,B,Oeste,183
2024-06-02,B,Oeste,201
2024-10-22,B,Sur,239
2023-07-27,B,Sur,134
2024-08-17,D,Oeste,130
2024-02-19,D,Norte,145
2024-12-24,D,Centro,393
2023-03-22,C,Oeste,299
2023-04-05,B,Sur,124
2024-11-15,D,Centro,419
2023-09-27,A,Norte,235
2024-05-25,C,Oeste,161
2023-08-20,C,Oeste,105
2024-03-01,D,Centro,159
2024-01-09,D,Sur,227
2023-08-28,C,Centro,224
2023-02-04,D,Norte,240
2023-02-22,B,Oeste,282
2024-11-01,D,Centro,547
2023-08-29,A,Oeste,295
2023-11-18,A,Norte,452
2023-01-02,A,Sur,152
2023-12-23,A,Oeste,399
2023-07-21,B,Norte,269
2024-05-18,D,Este,159
2024-08-08,A,Oeste,287
2023-07-02,D,Este,218
2024-12-04,C,Norte,153
2023-03-08,C,Oeste,196
2024-09-08,A,Este,232
2023-12-02,C,Norte,380
2024-11-13,C,Norte,387
2024-07-27,C,Este,281
2024-05-30,B,Centro,240
2024-03-25,D,Centro,202
2023-10-22,A,Sur,147
2024-11-14,D,Oeste,306
2024-05-25,D,Oeste,245
2023-05-08,C,Norte,137
2023-03-21,D,Centro,330
2023-09-23,A,Norte,145
2024-04-28,B,Oeste,244
2023-09-13,A,Norte,120
2023-08-08,C,Sur,129
2023-04-25,A,Este,215
2024-08-04,D,Sur,109
2023-06-16,B,Este,172
2024-04-13,D,Centro,282
2024-10-06,C,Centro,140
2024-03-03,C,Sur,127
2024-05-31,D,Centro,280
2023-07-30,D,Este,249
2024-01-03,A,Centro,258
2024-08-20,D,Sur,225
2023-05-19,A,Oeste,126
2024-04-04,C,Sur,256
2023-01-18,A,Norte,127
2023-06-10,C,Centro,276
2024-04-10,C,Centro,414
2024-09-11,C,Oeste,162
2024-02-09,C,Oeste,130
2024-09-13,A,Centro,219
2023-08-30,B,Sur,173
2024-03-16,C,Oeste,247
2023-09-11,D,Este,85
2023-06-27,D,Este,237
2024-09-05,B,Oeste,122
2024-01-06,D,Sur,206
2024-08-21,B,Centro,362
2023-12-08,A,Oeste,468
2024-12-06,B,Oeste,208
2023-11-05,D,Este,186
2024-08-29,C,Centro,261
2024-07-27,C,Este,147
2023-02-17,C,Centro,323
2023-10-04,B,Centro,278
2023-01-14,C,Sur,123
2023-05-05,C,Este,151
2023-11-07,C,Sur,198
2024-08-27,C,Centro,337
2023-02-12,C,Este,272
2024-01-20,D,Centro,221
2023-02-25,D,Sur,203
2023-04-14,C,Centro,425
2024-08-09,C,Centro,238
2024-12-07,A,Oeste,305
2023-11-11,D,Sur,283
2023-07-26,C,Sur,159
2024-10-21,D,Este,105
2024-09-05,C,Sur,186
2024-09-30,C,Sur,186
2023-06-30,D,Oeste,116
2023-01-15,B,Sur,124
2023-01-22,A,Este,156
2024-09-21,D,Este,144
2023-07-19,B,Este,146
2023-10-16,A,Sur,202
2024-06-06,B,Norte,154
2024-06-22,B,Oeste,80
2024-04-02,C,Oeste,212
2023-12-16,D,Oeste,310
2024-05-04,D,Este,212
2023-05-13,B,Centro,275
2023-10-07,A,Este,144
2024-06-27,D,Norte,133
2024-07-21,B,Sur,110
2023-01-13,A,Centro,241
2023-04-16,C,Oeste,210
2023-01-09,B,Oeste,241
2023-02-10,C,Norte,231
2023-05-30,A,Este,148
2023-09-19,D,Centro,126
2024-02-29,C,Sur,145
2023-10-07,D,Sur,153
2024-03-03,C,Oeste,291
2024-03-22,D,Norte,198
2023-05-06,D,Este,225
2024-11-07,D,Norte,414
2024-12-27,A,Norte,254
2023-06-22,B,Oeste,148
2024-08-14,B,Centro,204
2023-05-11,A,Este,143
2023-08-27,B,Este,282
2023-06-18,C,Este,183
2024-02-18,A,Sur,113
2024-10-03,A,Centro,344
2023-02-23,B,Norte,138
2024-11-11,D,Centro,329
2024-08-03,D,Centro,354
2024-01-29,C,Este,172
2023-07-05,A,Norte,167
2023-03-16,A,Norte,184
2024-11-04,C,Oeste,384
2024-02-24,A,Norte,284
2024-05-16,B,Norte,268
2023-12-18,D,Centro,491
2024-07-08,D,Norte,269
2023-05-07,D,Centro,347
2023-07-09,B,Sur,255
2023-10-13,B,Centro,373
2023-04-09,A,Este,138
2023-12-17,B,Centro,520
2024-07-20,C,Oeste,224
2023-04-02,D,Centro,255
2024-01-06,D,Este,136
2024-02-01,B,Sur,172
2024-02-29,B,Centro,279
2023-11-27,C,Centro,418
2024-12-13,A,Norte,262
2023-11-11,D,Centro,247
2023-08-20,B,Sur,153
2024-03-12,A,Centro,240
2024-06-09,C,Este,82
2024-05-30,B,Este,227
2023-10-03,B,Norte,197
2023-07-17,D,Centro,306
2024-02-01,C,Oeste,214
2024-05-13,B,Centro,161
2024-05-24,A,Centro,234
2024-10-25,C,Sur,161
2024-09-11,D,Este,234
2024-07-05,C,Este,152
2023-06-08,A,Oeste,251
2024-12-08,D,Este,337
2023-12-30,C,Centro,218
2024-01-03,A,Sur,120
2024-03-03,D,Centro,343
2024-02-01,C,Este,111
2024-07-06,C,Norte,197
2024-04-18,B,Norte,230
2024-02-29,A,Este,141
2024-07-31,B,Sur,99
2023-08-07,B,Este,255
2024-04-20,D,Sur,297
2023-12-18,B,Centro,259
2023-01-01,C,Sur,148
2024-09-13,B,Oeste,119
2024-06-24,C,Sur,85
2024-05-18,D,Norte,294
2024-10-12,D,Oeste,189
2023-07-10,B,Sur,215
2023-10-19,D,Sur,253
2024-03-27,A,Norte,310
2023-10-24,D,Norte,292
2024-12-31,C,Sur,257
2023-12-28,D,Norte,262
2024-10-19,B,Norte,180
2023-08-25,A,Sur,109
2024-01-08,C,Sur,106
2024-11-16,B,Norte,183
2024-09-10,A,Sur,91
2024-08-09,A,Oeste,173
2023-07-07,D,Sur,113
2023-10-16,B,Norte,236
2024-04-04,C,Este,287
2023-12-19,C,Este,404
2024-10-30,D,Sur,199
2023-01-08,B,Oeste,130
2023-05-28,B,Centro,279
2024-04-26,C,Centro,158
2024-09-21,D,Centro,160
2024-07-14,A,Norte,122
2023-12-19,B,Sur,191
2024-09-22,B,Sur,209
2023-09-10,D,Sur,97
2023-04-15,B,Norte,268
2023-06-03,B,Sur,183
2023-10-09,B,Sur,195
2023-09-25,D,Norte,116
2023-02-14,B,Oeste,107
2024-07-13,D,Centro,161
2024-01-28,C,Oeste,138
2023-09-02,A,Oeste,180
2024-07-04,C,Este,248
2024-07-28,A,Sur,258
2024-02-09,B,Sur,105
2023-01-23,C,Este,114
2023-12-11,A,Norte,453
2023-05-28,C,Norte,217
2023-04-02,C,Este,337
2024-08-10,B,Centro,244
2023-03-22,C,Este,226
2024-10-23,D,Este,230
2023-05-03,D,Norte,221
2024-08-07,C,Oeste,140
2024-03-13,C,Centro,274
2023-04-30,B,Oeste,265
2024-02-07,C,Oeste,249
2024-07-27,C,Norte,145
2024-07-17,D,Este,169
2023-11-15,C,Este,413
2024-07-26,D,Este,197
2023-01-16,C,Este,273
2023-02-22,A,Norte,275
2023-06-05,C,Sur,125
2023-11-19,A,Norte,465
2023-02-27,C,Centro,266
2023-07-30,C,Norte,187
2024-07-12,C,Sur,90
2023-09-12,A,Oeste,192
2024-04-04,C,Sur,255
2023-01-15,B,Este,150
2024-06-23,B,Este,167
2024-06-21,D,Norte,94
2023-11-13,D,Oeste,427
2024-12-08,A,Norte,245
2023-09-25,D,Sur,126
2024-11-01,B,Centro,508
2024-02-27,A,Centro,147
2023-09-27,C,Centro,199
2024-10-14,B,Norte,155
2023-05-20,D,Sur,225
2024-07-27,D,Sur,223
2024-03-29,C,Sur,149
2024-04-25,C,Sur,126
2024-12-07,D,Norte,225
2023-04-24,C,Centro,198
2023-04-12,B,Oeste,162
2023-05-11,C,Oeste,121
2024-03-30,D,Norte,277
2023-03-28,A,Sur,212
2023-09-01,A,Este,219
2023-02-12,B,Norte,277
2024-11-16,C,Norte,162
2023-02-20,C,Oeste,282
2024-11-12,D,Centro,327
2024-02-29,A,Oeste,235
2023-10-09,B,Este,263
2024-08-06,B,Sur,203
2023-06-08,C,Centro,215
2023-07-06,A,Sur,145
2023-05-06,D,Oeste,182
2023-08-17,B,Sur,101
2023-05-31,A,Oeste,271
2023-03-04,A,Oeste,238
2024-04-17,D,Sur,143
2024-02-20,C,Este,194
2024-06-02,B,Oeste,179
2023-12-24,C,Norte,330
2023-04-27,A,Oeste,179
2024-03-15,D,Centro,461
2023-02-07,D,Este,176
2024-03-10,D,Centro,335
2024-09-25,C,Este,209
2024-10-06,B,Este,177
2024-11-11,C,Este,169
2023-06-13,C,Oeste,204
2023-07-18,C,Oeste,253
2024-04-03,B,Centro,346
2024-10-02,D,Sur,100
2023-07-04,D,Sur,138
2024-12-11,B,Norte,360
2024-04-04,A,Sur,317
2024-11-21,B,Oeste,199
2023-10-04,C,Oeste,262
2024-10-06,A,Centro,333
2024-08-12,A,Sur,150
2023-01-25,B,Sur,177
2023-10-11,C,Centro,316
2023-10-22,C,Norte,162
2024-07-15,A,Este,281
2024-11-24,C,Este,406
2024-12-17,D,Sur,267
2023-07-03,D,Este,225
2023-10-27,D,Sur,144
2024-03-05,A,Oeste,377
2024-11-19,B,Este,223
2024-09-18,D,Sur,125
2024-04-07,D,Oeste,308
2024-12-03,C,Sur,183
2024-11-23,C,Centro,514
2024-08-06,A,Centro,394
2023-06-15,B,Este,137
2023-08-05,D,Oeste,205
2024-07-03,C,Centro,267
2023-06-04,C,Oeste,172
2024-03-02,B,Este,126
2024-04-18,C,Oeste,241
2023-01-19,A,Este,177
2023-04-30,A,Sur,160
2023-11-19,B,Norte,412
2024-01-04,C,Norte,100
2024-04-02,D,Centro,198
2024-04-21,D,Oeste,201
2023-09-23,B,Sur,146
2024-03-08,B,Este,274
2023-08-18,A,Centro,387
2023-05-25,B,Este,250
2023-09-09,A,Oeste,128
2023-09-28,C,Sur,105
2024-01-27,A,Centro,234
2024-05-07,B,Oeste,166
2023-11-30,D,Centro,544
2023-03-09,B,Centro,202
2023-11-06,B,Centro,460
2023-04-23,C,Sur,208
2023-08-02,C,Centro,322
2024-06-08,B,Norte,226
2023-04-12,B,Oeste,282
2023-03-31,D,Norte,172
2024-09-21,A,Este,100
2023-02-01,A,Norte,320
